step,packet_count,total_bytes,avg_bytes,iat_mean,iat_std,unique_dst_ip,unique_dst_port,top_dst_port_ratio,anomaly_score,base_threshold,ext_threshold,level,high_risk,consecutive_suspicious,consecutive_extreme,is_extreme,min_packet_gate
40,4,337,84.25,0.0,0.0,3,1,1.0,-0.02193827896686068,0.101993837023303,0.1900081828313001,NORMAL,False,0,0,False,False
41,8,674,84.25,0.14635535648890904,0.3584959445209581,3,2,0.5,-0.08622423249948324,0.0997400324673819,0.1900081828313001,NORMAL,False,0,0,False,True
42,8,674,84.25,0.14635535648890904,0.3584959445209581,3,2,0.5,-0.08622423249948324,0.09793698882264502,0.1900081828313001,NORMAL,False,0,0,False,True
43,11,930,84.54545454545455,0.30764610767364503,0.6564760664732977,3,3,0.4,-0.04642068152954959,0.09649455390685552,0.1900081828313001,NORMAL,False,0,0,False,True
44,11,930,84.54545454545455,0.30764610767364503,0.6564760664732977,3,3,0.4,-0.04642068152954959,0.09534060597422392,0.1900081828313001,NORMAL,False,0,0,False,True
45,11,930,84.54545454545455,0.43548216819763186,0.8722703036852711,3,3,0.4,0.01524634831362881,0.09087661083808471,0.1900081828313001,NORMAL,False,0,0,False,True
46,7,593,84.71428571428571,0.3839746316274007,0.857699345357274,3,2,0.6666666666666666,-0.03770176653526025,0.08730541472917333,0.1900081828313001,NORMAL,False,0,0,False,True
47,12,1011,84.25,0.3952568227594549,0.8397967088987365,3,3,0.3333333333333333,-0.014343621556604458,0.08444845784204423,0.1900081828313001,NORMAL,False,0,0,False,True
48,10,853,85.3,0.34094055493672687,0.6814370159942056,3,3,0.4,-0.04396474696969749,0.08216289233234095,0.1900081828313001,NORMAL,False,0,0,False,True
49,10,853,85.3,0.34094055493672687,0.6814370159942056,3,3,0.4,-0.04396474696969749,0.08033443992457832,0.1900081828313001,NORMAL,False,0,0,False,True
50,13,1092,84.0,0.25645504395167035,0.6108123322344344,3,4,0.2857142857142857,0.03848852885707754,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
51,13,1092,84.0,0.25645504395167035,0.6108123322344344,3,4,0.2857142857142857,0.03848852885707754,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
52,8,674,84.25,0.2934246403830392,0.7187406468980974,3,2,0.5,-0.12744779809085993,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
53,7,576,82.28571428571429,0.0,0.0,3,2,0.5,0.10989321543171082,0.0821449628487395,0.1900081828313001,SUSPICIOUS,False,1,0,False,True
54,7,576,82.28571428571429,0.0,0.0,3,2,0.5,0.10989321543171082,0.08722996751470931,0.1900081828313001,SUSPICIOUS,False,2,0,False,True
55,1,42,42.0,0.0,0.0,0,0,0.0,0.13238673935916245,0.09176261709810961,0.1900081828313001,SUSPICIOUS,False,3,0,False,False
56,5,358,71.6,0.2566215991973877,0.4439048025300279,2,1,0.0,0.12755004521297209,0.09733098804076859,0.1900081828313001,SUSPICIOUS,False,4,0,False,True
57,5,358,71.6,0.2566215991973877,0.4439048025300279,2,1,0.0,0.12755004521297209,0.10337479947520929,0.1900081828313001,SUSPICIOUS,False,5,0,False,True
58,5,358,71.6,0.2566215991973877,0.4439048025300279,2,1,0.0,0.12755004521297209,0.10820984862276185,0.1900081828313001,SUSPICIOUS,False,6,0,False,True
59,5,358,71.6,0.2566215991973877,0.4439048025300279,2,1,0.0,0.12755004521297209,0.11207788794080391,0.1900081828313001,SUSPICIOUS,False,7,0,False,True
60,8,597,74.625,0.5851358345576695,1.4328762423467674,3,1,1.0,0.19347834762178828,0.11517231939523755,0.1900081828313001,SUSPICIOUS,False,8,1,True,True
61,11,857,77.9090909090909,0.10254871845245361,0.30764615535736084,3,3,0.4,0.05254624096496696,0.11764786455878445,0.1900081828313001,NORMAL,False,0,0,False,True
62,11,857,77.9090909090909,0.10254871845245361,0.30764615535736084,3,3,0.4,0.05254624096496696,0.11962830068962198,0.1900081828313001,NORMAL,False,0,0,False,True
63,11,857,77.9090909090909,0.10254871845245361,0.30764615535736084,3,3,0.4,0.05254624096496696,0.121212649594292,0.1900081828313001,NORMAL,False,0,0,False,True
64,15,1194,79.6,0.27421997274671284,0.7519106159617719,3,4,0.2857142857142857,0.08852346188950577,0.12248012871802802,0.1900081828313001,NORMAL,False,0,0,False,True
65,14,1169,83.5,0.2954675784477821,0.7764374199403301,3,4,0.2857142857142857,0.08614620829279851,0.12349411201701684,0.1900081828313001,NORMAL,False,0,0,False,True
66,12,1011,84.25,0.18636133454062723,0.395098632322255,3,3,0.3333333333333333,-0.011002546688624715,0.12430529865620789,0.1900081828313001,NORMAL,False,0,0,False,True
67,16,1348,84.25,0.22182237307230632,0.44667226398230514,3,4,0.25,0.1046042248487713,0.12495424796756073,0.1900081828313001,NORMAL,False,0,0,False,True
68,16,1348,84.25,0.22182237307230632,0.44667226398230514,3,4,0.25,0.1046042248487713,0.125473407416643,0.1900081828313001,NORMAL,False,0,0,False,True
69,12,1011,84.25,0.20907722819935193,0.44662831115020785,3,3,0.3333333333333333,-0.009944420476388327,0.12588873497590883,0.1900081828313001,NORMAL,False,0,0,False,True
70,9,755,83.88888888888889,0.15979507565498352,0.42240031069853895,3,3,0.4,-0.024208296017008246,0.12622099702332149,0.1900081828313001,NORMAL,False,0,0,False,True
71,4,337,84.25,0.0,0.0,3,1,1.0,-0.02193827896686068,0.12648680666125162,0.1900081828313001,NORMAL,False,0,0,False,False
72,1,98,98.0,0.0,0.0,1,0,0.0,0.03468923393242518,0.12669945437159572,0.1900081828313001,NORMAL,False,0,0,False,False
73,1,98,98.0,0.0,0.0,1,0,0.0,0.03468923393242518,0.126869572539871,0.1900081828313001,NORMAL,False,0,0,False,False
74,8,674,84.25,0.32826433862958637,0.8040801303946754,3,2,0.5,-0.10180654557842483,0.12700566707449124,0.1900081828313001,NORMAL,False,0,0,False,True
75,8,674,84.25,0.32826433862958637,0.8040801303946754,3,2,0.5,-0.10180654557842483,0.12711454270218742,0.1900081828313001,NORMAL,False,0,0,False,True
76,11,930,84.54545454545455,0.43448264598846437,0.8707741233535511,3,3,0.4,0.01524634831362881,0.12720164320434435,0.1900081828313001,NORMAL,False,0,0,False,True
77,10,832,83.2,0.22744178771972656,0.6433025216872396,3,3,0.4,-0.031774114242652585,0.1272713236060699,0.1900081828313001,NORMAL,False,0,0,False,True
78,10,832,83.2,0.22744178771972656,0.6433025216872396,3,3,0.4,-0.031774114242652585,0.12732706792745035,0.1900081828313001,NORMAL,False,0,0,False,True
79,8,674,84.25,0.40237014634268625,0.9856015462685762,3,2,0.5,-0.09054077608011774,0.12737166338455472,0.1900081828313001,NORMAL,False,0,0,False,True
80,8,674,84.25,0.40237014634268625,0.9856015462685762,3,2,0.5,-0.09054077608011774,0.1274073397502382,0.1900081828313001,NORMAL,False,0,0,False,True
81,8,674,84.25,0.29271067891802105,0.7169918056127929,3,3,0.5,-0.09016234793373162,0.127435880842785,0.1900081828313001,NORMAL,False,0,0,False,True
82,8,674,84.25,0.29271067891802105,0.7169918056127929,3,3,0.5,-0.09016234793373162,0.12745871371682244,0.1900081828313001,NORMAL,False,0,0,False,True
83,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.12747698001605237,0.1900081828313001,NORMAL,False,0,0,False,False
84,7,593,84.71428571428571,0.5117440223693848,1.1442944210971173,3,2,0.6666666666666666,0.021676734745364135,0.12749159305543634,0.1900081828313001,NORMAL,False,0,0,False,True
85,4,337,84.25,0.0,0.0,3,2,0.5,0.05587660396149319,0.1275032834869435,0.1900081828313001,NORMAL,False,0,0,False,False
86,4,337,84.25,0.0,0.0,3,2,0.5,0.05587660396149319,0.12751263583214922,0.1900081828313001,NORMAL,False,0,0,False,False
87,9,755,83.88888888888889,0.38443270325660706,1.0171133286572729,3,3,0.4,-0.02632213229020508,0.1275201177083138,0.1900081828313001,NORMAL,False,0,0,False,True
88,5,418,83.6,0.0,0.0,3,2,0.6666666666666666,0.05688798576529741,0.12546097937646739,0.1900081828313001,NORMAL,False,0,0,False,True
89,8,674,84.25,0.32897826603480745,0.8058288882508565,3,3,0.5,-0.06080296283757858,0.12128962847092817,0.1900081828313001,NORMAL,False,0,0,False,True
90,8,674,84.25,0.32897826603480745,0.8058288882508565,3,3,0.5,-0.06080296283757858,0.1165052790801629,0.1900081828313001,NORMAL,False,0,0,False,True
91,8,674,84.25,0.29256793430873324,0.7166421541565048,3,2,0.5,-0.12776238535725698,0.11267779956755067,0.1900081828313001,NORMAL,False,0,0,False,True
92,8,674,84.25,0.29256793430873324,0.7166421541565048,3,2,0.5,-0.12776238535725698,0.1096158159574609,0.1900081828313001,NORMAL,False,0,0,False,True
93,8,674,84.25,0.29256793430873324,0.7166421541565048,3,2,0.5,-0.12776238535725698,0.10716622906938907,0.1900081828313001,NORMAL,False,0,0,False,True
94,9,755,83.88888888888889,0.38430774211883545,1.0160272866421003,3,3,0.4,-0.02632213229020508,0.10499260673522796,0.1900081828313001,NORMAL,False,0,0,False,True
95,12,1011,84.25,0.372359189120206,0.9023336313812715,3,4,0.3333333333333333,-0.000699501455102669,0.10062046884042396,0.1900081828313001,NORMAL,False,0,0,False,True
96,7,593,84.71428571428571,0.17058134078979492,0.38009072612181477,3,2,0.6666666666666666,-0.023116412101524042,0.09712275852458076,0.1900081828313001,NORMAL,False,0,0,False,True
97,9,772,85.77777777777777,0.3839329481124878,0.7120717544061334,3,2,0.5,-0.07501127737637103,0.0889847796103817,0.1900081828313001,NORMAL,False,0,0,False,True
98,16,1348,84.25,0.29012152353922527,0.5823262715381384,3,4,0.25,0.05322752759015603,0.082363144480604,0.1900081828313001,NORMAL,False,0,0,False,True
99,14,1113,79.5,0.35443808482243466,0.6390364296507763,3,3,0.3333333333333333,0.0239001781134921,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
100,11,857,77.9090909090909,0.25587198734283445,0.45749440822484283,3,3,0.4,0.013355799560247239,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
101,14,1113,79.5,0.3151500408466046,0.5420504326376696,3,4,0.3333333333333333,0.04523881370532956,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
102,17,1352,79.52941176470588,0.255934476852417,0.5035269350672205,3,4,0.25,0.08430548503676139,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
103,15,1155,77.0,0.2742913620812552,0.4972881393283766,3,3,0.3333333333333333,0.04381852824718524,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
104,13,1053,81.0,0.19190398852030435,0.3775393968888562,3,3,0.3333333333333333,0.017670751826242337,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
105,13,1053,81.0,0.19190398852030435,0.3775393968888562,3,3,0.3333333333333333,0.017670751826242337,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
106,10,776,77.6,0.34205110867818195,0.8799119378844643,3,2,0.5,-0.045006171349837476,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
107,7,520,74.28571428571429,0.4700981378555298,1.0511713923410317,3,2,0.6666666666666666,0.05962231677451779,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
108,5,397,79.4,0.0,0.0,3,1,1.0,0.04032830909482921,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
109,7,593,84.71428571428571,0.5112442970275879,1.1431770012627802,3,1,1.0,0.1298229551208785,0.08,0.1900081828313001,SUSPICIOUS,False,1,0,False,True
110,2,196,98.0,0.0,0.0,2,0,0.0,0.03468923393242518,0.08,0.1900081828313001,NORMAL,False,0,0,False,False
111,8,674,84.25,0.2928534575871059,0.7173415404982043,3,2,0.5,-0.12776238535725698,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
112,8,674,84.25,0.2928534575871059,0.7173415404982043,3,2,0.5,-0.12776238535725698,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
113,11,930,84.54545454545455,0.48655660152435304,0.9877727869786684,3,3,0.4,0.05082808847924147,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
114,9,734,81.55555555555556,0.35194897651672363,0.930791676601199,3,3,0.4,-0.01670507435976598,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
115,7,593,84.71428571428571,0.21306010087331137,0.4759699342657334,3,2,0.6666666666666666,0.0014811782133402618,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
116,12,1011,84.25,0.2094406864859841,0.4472904256210878,3,3,0.3333333333333333,-0.009587406873948212,0.08,0.1900081828313001,NORMAL,False,0,0,False,True
117,16,1348,84.25,0.23901376724243165,0.4804945939767125,3,4,0.25,0.07880681768018605,0.0803662169452605,0.1900081828313001,NORMAL,False,0,0,False,True
118,13,1092,84.0,0.19223715861638388,0.43252419251169594,3,4,0.2857142857142857,0.08370401915838332,0.08109993863450665,0.1900081828313001,NORMAL,False,0,0,False,True
119,12,1011,84.25,0.3024850541895086,0.6616999642036385,3,4,0.3333333333333333,-0.005114420290178778,0.08168691598590358,0.1900081828313001,NORMAL,False,0,0,False,True
120,7,593,84.71428571428571,0.34132925669352215,0.762341615839447,3,2,0.6666666666666666,-0.045908876147449484,0.08215649786702112,0.1900081828313001,NORMAL,False,0,0,False,True
121,7,593,84.71428571428571,0.34132925669352215,0.762341615839447,3,2,0.6666666666666666,-0.045908876147449484,0.08253216337191514,0.1900081828313001,NORMAL,False,0,0,False,True
122,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.08283269577583037,0.1900081828313001,NORMAL,False,0,0,False,False
123,6,512,85.33333333333333,0.8197898864746094,1.6395797729492188,2,1,1.0,0.19270993309962092,0.08307312169896255,0.1900081828313001,SUSPICIOUS,False,1,1,True,True
124,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.0832654624374683,0.1900081828313001,NORMAL,False,0,0,False,False
125,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.0834193350282729,0.1900081828313001,NORMAL,False,0,0,False,False
126,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.08354243310091657,0.1900081828313001,NORMAL,False,0,0,False,False
127,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.0836409115590315,0.1900081828313001,NORMAL,False,0,0,False,False
129,2,196,98.0,0.0009996891021728516,0.0,2,0,0.0,0.05216915010139567,0.08371969432552345,0.1900081828313001,NORMAL,False,0,0,False,False
130,2,196,98.0,0.0009996891021728516,0.0,2,0,0.0,0.05216915010139567,0.08378272053871702,0.1900081828313001,NORMAL,False,0,0,False,False
131,2,196,98.0,0.0009996891021728516,0.0,2,0,0.0,0.05216915010139567,0.08383314150927187,0.1900081828313001,NORMAL,False,0,0,False,False
132,2,196,98.0,0.0009996891021728516,0.0,2,0,0.0,0.05216915010139567,0.08387347828571576,0.1900081828313001,NORMAL,False,0,0,False,False
133,2,196,98.0,0.0009996891021728516,0.0,2,0,0.0,0.05216915010139567,0.08390574770687086,0.1900081828313001,NORMAL,False,0,0,False,False
136,2,158,79.0,0.0,0.0,1,1,0.0,0.0629521756163548,0.0834246538641356,0.1900081828313001,NORMAL,False,0,0,False,False
137,2,158,79.0,0.0,0.0,1,1,0.0,0.0629521756163548,0.08303977878994738,0.1900081828313001,NORMAL,False,0,0,False,False
138,2,158,79.0,0.0,0.0,1,1,0.0,0.0629521756163548,0.08273187873059681,0.1900081828313001,NORMAL,False,0,0,False,False
139,2,158,79.0,0.0,0.0,1,1,0.0,0.0629521756163548,0.08248555868311636,0.1900081828313001,NORMAL,False,0,0,False,False
141,7,516,73.71428571428571,0.04264533519744873,0.09535786842475978,2,1,1.0,0.16245998063458156,0.0878023337340442,0.1900081828313001,SUSPICIOUS,False,1,0,False,True
142,7,516,73.71428571428571,0.04264533519744873,0.09535786842475978,2,1,1.0,0.16245998063458156,0.09979653081791838,0.1900081828313001,SUSPICIOUS,False,2,0,False,True
143,7,516,73.71428571428571,0.04264533519744873,0.09535786842475978,2,1,1.0,0.16245998063458156,0.11232922078125102,0.1900081828313001,SUSPICIOUS,False,3,0,False,True
144,7,516,73.71428571428571,0.04264533519744873,0.09535786842475978,2,1,1.0,0.16245998063458156,0.12235537275191713,0.1900081828313001,SUSPICIOUS,False,4,0,False,True
145,4,298,74.5,0.0,0.0,2,1,0.0,0.10859439875365406,0.13037629432845002,0.1900081828313001,NORMAL,False,0,0,False,False
147,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.13679303158967634,0.1900081828313001,NORMAL,False,0,0,False,False
148,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.14192642139865738,0.1900081828313001,NORMAL,False,0,0,False,False
149,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.14603313324584222,0.1900081828313001,NORMAL,False,0,0,False,False
150,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.1493185027235901,0.1900081828313001,NORMAL,False,0,0,False,False
151,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.1519467983057884,0.1900081828313001,NORMAL,False,0,0,False,False
152,1,42,42.0,0.0,0.0,0,0,0.0,0.13238673935916245,0.15404943477154703,0.1900081828313001,NORMAL,False,0,0,False,False
153,1,42,42.0,0.0,0.0,0,0,0.0,0.13238673935916245,0.15573154394415395,0.1900081828313001,NORMAL,False,0,0,False,False
154,5,358,71.6,0.5114940404891968,0.8859336658959813,2,1,0.0,0.16525965758352934,0.15707723128223947,0.1900081828313001,SUSPICIOUS,False,1,0,False,True
155,5,358,71.6,0.5114940404891968,0.8859336658959813,2,1,0.0,0.16525965758352934,0.15846174561709214,0.1900081828313001,SUSPICIOUS,False,2,0,False,True
156,5,358,71.6,0.5114940404891968,0.8859336658959813,2,1,0.0,0.16525965758352934,0.1598213280103796,0.1900081828313001,SUSPICIOUS,False,3,0,False,True
157,4,316,79.0,0.0,0.0,2,1,0.0,0.0629521756163548,0.16090899392500957,0.1900081828313001,NORMAL,False,0,0,False,False
158,4,316,79.0,0.0,0.0,2,1,0.0,0.0629521756163548,0.16177912665671354,0.1900081828313001,NORMAL,False,0,0,False,False
160,3,256,85.33333333333333,0.000499725341796875,0.000499725341796875,2,1,0.0,0.047583338165668176,0.1624752328420767,0.1900081828313001,NORMAL,False,0,0,False,False
161,3,256,85.33333333333333,0.000499725341796875,0.000499725341796875,2,1,0.0,0.047583338165668176,0.16303211779036725,0.1900081828313001,NORMAL,False,0,0,False,False
162,3,256,85.33333333333333,0.000499725341796875,0.000499725341796875,2,1,0.0,0.047583338165668176,0.16347762574899968,0.1900081828313001,NORMAL,False,0,0,False,False
163,3,256,85.33333333333333,0.000499725341796875,0.000499725341796875,2,1,0.0,0.047583338165668176,0.16383403211590564,0.1900081828313001,NORMAL,False,0,0,False,False
164,6,512,85.33333333333333,0.921738862991333,1.8429780412911776,2,1,1.0,0.19270993309962092,0.1641191572094304,0.1900081828313001,SUSPICIOUS,False,1,1,True,True
165,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.1643472572842502,0.1900081828313001,NORMAL,False,0,0,False,False
166,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.16452973734410606,0.1900081828313001,NORMAL,False,0,0,False,False
167,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.16467572139199074,0.1900081828313001,NORMAL,False,0,0,False,False
168,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.16479250863029848,0.1900081828313001,NORMAL,False,0,0,False,False
169,1,98,98.0,0.0,0.0,1,0,0.0,0.03468923393242518,0.16488593842094468,0.1900081828313001,NORMAL,False,0,0,False,False
170,1,98,98.0,0.0,0.0,1,0,0.0,0.03468923393242518,0.16496068225346164,0.1900081828313001,NORMAL,False,0,0,False,False
171,1,98,98.0,0.0,0.0,1,0,0.0,0.03468923393242518,0.1650204773194752,0.1900081828313001,NORMAL,False,0,0,False,False
172,1,98,98.0,0.0,0.0,1,0,0.0,0.03468923393242518,0.16506831337228603,0.1900081828313001,NORMAL,False,0,0,False,False
173,1,98,98.0,0.0,0.0,1,0,0.0,0.03468923393242518,0.1651065822145347,0.1900081828313001,NORMAL,False,0,0,False,False
174,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.16513719728833365,0.1900081828313001,NORMAL,False,0,0,False,False
175,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.1651616893473728,0.1900081828313001,NORMAL,False,0,0,False,False
176,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.16518128299460413,0.1900081828313001,NORMAL,False,0,0,False,False
177,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.1651969579123892,0.1900081828313001,NORMAL,False,0,0,False,False
178,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.16520949784661723,0.1900081828313001,NORMAL,False,0,0,False,False
180,5,414,82.8,0.06246870756149292,0.10819897537966784,2,1,1.0,0.16516932887268143,0.16521952979399968,0.1900081828313001,NORMAL,False,0,0,False,True
181,5,414,82.8,0.06246870756149292,0.10819897537966784,2,1,1.0,0.16516932887268143,0.16522755535190561,0.1900081828313001,NORMAL,False,0,0,False,True
