step,packet_count,total_bytes,avg_bytes,iat_mean,iat_std,unique_dst_ip,unique_dst_port,top_dst_port_ratio,anomaly_score,base_threshold,ext_threshold,level,high_risk,consecutive_suspicious,consecutive_extreme,is_extreme,min_packet_gate,phase
154,4,298,74.5,0.0,0.0,2,1,0.0,0.10859439875365406,0.13977796731513836,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
155,4,298,74.5,0.0,0.0,2,1,0.0,0.10859439875365406,0.1386322661011249,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
156,2,196,98.0,0.25093793869018555,0.0,2,0,0.0,0.10727561128793717,0.1377157051299141,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
157,2,196,98.0,0.25093793869018555,0.0,2,0,0.0,0.10727561128793717,0.13698245635294548,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
158,2,196,98.0,0.25093793869018555,0.0,2,0,0.0,0.10727561128793717,0.1363958573313706,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
159,2,196,98.0,0.25093793869018555,0.0,2,0,0.0,0.10727561128793717,0.13592657811411069,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
160,1,98,98.0,0.0,0.0,1,0,0.0,0.03468923393242518,0.13555115474030277,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
161,2,158,79.0,0.0,0.0,1,1,0.0,0.0629521756163548,0.13525081604125644,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
162,4,316,79.0,0.0833127498626709,0.1178220207743864,2,1,1.0,0.16387125333661257,0.13501054508201937,0.1900081828313001,SUSPICIOUS,False,1,0,False,False,DRIFT
163,4,316,79.0,0.0833127498626709,0.1178220207743864,2,1,1.0,0.16387125333661257,0.13809872544469926,0.1900081828313001,SUSPICIOUS,False,2,0,False,False,DRIFT
164,4,316,79.0,0.0833127498626709,0.1178220207743864,2,1,1.0,0.16387125333661257,0.14325323102308193,0.1900081828313001,SUSPICIOUS,False,3,0,False,False,DRIFT
165,4,316,79.0,0.0833127498626709,0.1178220207743864,2,1,1.0,0.16387125333661257,0.14737683548578806,0.1900081828313001,SUSPICIOUS,False,4,0,False,False,DRIFT
167,1,98,98.0,0.0,0.0,1,0,0.0,0.03468923393242518,0.15067571905595298,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
168,2,196,98.0,0.2539374828338623,0.0,2,0,0.0,0.10727561128793717,0.1533148259120849,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
169,2,196,98.0,0.2539374828338623,0.0,2,0,0.0,0.10727561128793717,0.15542611139699045,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
170,2,196,98.0,0.2539374828338623,0.0,2,0,0.0,0.10727561128793717,0.15711513978491487,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
171,2,196,98.0,0.2539374828338623,0.0,2,0,0.0,0.10727561128793717,0.15846636249525442,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
172,4,316,79.0,0.0,0.0,2,1,1.0,0.014783221301667648,0.15954734066352605,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
173,5,358,71.6,0.3204212784767151,0.5549859341478465,2,1,1.0,0.16968387973537924,0.16041212319814335,0.1900081828313001,SUSPICIOUS,False,1,0,False,True,DRIFT
174,5,358,71.6,0.3204212784767151,0.5549859341478465,2,1,1.0,0.16968387973537924,0.1611039492258372,0.1900081828313001,SUSPICIOUS,False,2,0,False,True,DRIFT
175,9,674,74.88888888888889,0.47988221049308777,0.8902651083813841,2,1,1.0,0.136813796730881,0.16165741004799228,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
176,5,358,71.6,0.6393431425094604,1.1073748062971347,2,1,0.0,0.18161507725735193,0.16210017870571633,0.1900081828313001,SUSPICIOUS,False,1,0,False,True,DRIFT
177,5,358,71.6,0.6393431425094604,1.1073748062971347,2,1,0.0,0.18161507725735193,0.16245439363189557,0.1900081828313001,SUSPICIOUS,False,2,0,False,True,DRIFT
178,4,316,79.0,0.0,0.0,2,1,0.0,0.0629521756163548,0.16273776557283898,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
179,7,572,81.71428571428571,0.6823328733444214,1.5257426880808804,2,1,1.0,0.19880183468983537,0.1629644631255937,0.1900081828313001,SUSPICIOUS,False,1,1,True,True,DRIFT
180,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.16314582116779747,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
181,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.16329090760156048,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
182,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.1634069767485709,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
183,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.16349983206617924,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
184,4,316,79.0,0.08564575513203938,0.12112138846741521,2,1,0.0,0.12780249062462634,0.16357411632026592,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
185,4,316,79.0,0.08564575513203938,0.12112138846741521,2,1,0.0,0.12780249062462634,0.16363354372353525,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
186,4,316,79.0,0.08564575513203938,0.12112138846741521,2,1,0.0,0.12780249062462634,0.16368108564615072,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
187,4,316,79.0,0.08564575513203938,0.12112138846741521,2,1,0.0,0.12780249062462634,0.1637191191842431,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
188,4,316,79.0,0.08564575513203938,0.12112138846741521,2,1,0.0,0.12780249062462634,0.16374954601471697,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
190,3,238,79.33333333333333,0.12496960163116455,0.12496960163116455,2,0,0.0,0.12319691401168475,0.1637738874790961,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
191,3,238,79.33333333333333,0.12496960163116455,0.12496960163116455,2,0,0.0,0.12319691401168475,0.1637933606505994,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
192,3,238,79.33333333333333,0.12496960163116455,0.12496960163116455,2,0,0.0,0.12319691401168475,0.16380893918780204,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
193,3,238,79.33333333333333,0.12496960163116455,0.12496960163116455,2,0,0.0,0.12319691401168475,0.16382140201756415,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
194,5,396,79.2,1.0864858627319336,1.7405397354380505,2,1,0.0,0.1739800739312607,0.16383137228137384,0.1900081828313001,SUSPICIOUS,False,1,0,False,True,DRIFT
195,2,158,79.0,0.0,0.0,1,1,0.0,0.0629521756163548,0.1638393484924216,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
196,2,158,79.0,0.0,0.0,1,1,0.0,0.0629521756163548,0.1638457294612598,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
197,2,158,79.0,0.0,0.0,1,1,0.0,0.0629521756163548,0.16385083423633034,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
198,2,158,79.0,0.0,0.0,1,1,0.0,0.0629521756163548,0.1638549180563868,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
199,5,414,82.8,0.0,0.0,2,1,1.0,0.017434589896870967,0.16385818511243194,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
200,5,414,82.8,0.0,0.0,2,1,1.0,0.017434589896870967,0.16386079875726806,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
201,5,414,82.8,0.0,0.0,2,1,1.0,0.017434589896870967,0.1614277185786211,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
202,5,414,82.8,0.0,0.0,2,1,1.0,0.017434589896870967,0.15569391665951016,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
203,5,414,82.8,0.0,0.0,2,1,1.0,0.017434589896870967,0.1501156314525334,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
204,3,256,85.33333333333333,0.0005003213882446289,0.0005003213882446289,2,1,0.0,0.047583338165668176,0.145653003286952,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
205,3,256,85.33333333333333,0.0005003213882446289,0.0005003213882446289,2,1,0.0,0.047583338165668176,0.14208290075448687,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
206,3,256,85.33333333333333,0.0005003213882446289,0.0005003213882446289,2,1,0.0,0.047583338165668176,0.13922681872851478,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
207,3,256,85.33333333333333,0.0005003213882446289,0.0005003213882446289,2,1,0.0,0.047583338165668176,0.1369419531077371,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
208,3,256,85.33333333333333,0.0005003213882446289,0.0005003213882446289,2,1,0.0,0.047583338165668176,0.13511406061111497,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
209,5,358,71.6,0.19239592552185059,0.3332395181730829,2,1,0.0,0.1329532117777793,0.13421832594066407,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
210,5,358,71.6,0.19239592552185059,0.3332395181730829,2,1,0.0,0.1329532117777793,0.13350173820430336,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
211,5,358,71.6,0.19239592552185059,0.3332395181730829,2,1,0.0,0.1329532117777793,0.13339203291899854,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
212,5,358,71.6,0.19239592552185059,0.3332395181730829,2,1,0.0,0.1329532117777793,0.13330426869075468,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
213,5,358,71.6,0.19239592552185059,0.3332395181730829,2,1,0.0,0.1329532117777793,0.13323405730815963,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
214,3,256,85.33333333333333,0.0005004405975341797,0.0005004405975341797,2,1,0.0,0.047583338165668176,0.13317788820208357,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
215,3,256,85.33333333333333,0.0005004405975341797,0.0005004405975341797,2,1,0.0,0.047583338165668176,0.1331329529172227,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
216,3,256,85.33333333333333,0.0005004405975341797,0.0005004405975341797,2,1,0.0,0.047583338165668176,0.13309700468933405,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
217,3,256,85.33333333333333,0.0005004405975341797,0.0005004405975341797,2,1,0.0,0.047583338165668176,0.1330682461070231,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
218,3,256,85.33333333333333,0.0005004405975341797,0.0005004405975341797,2,1,0.0,0.047583338165668176,0.13304523924117434,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
219,1,60,60.0,0.0,0.0,0,0,0.0,0.13238673935916245,0.13302683374849533,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
220,5,358,71.6,0.19089502096176147,0.3306398752176967,2,1,0.0,0.1329532117777793,0.13301210935435215,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
221,5,358,71.6,0.19089502096176147,0.3306398752176967,2,1,0.0,0.1329532117777793,0.1330003298390376,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
222,5,358,71.6,0.19089502096176147,0.3306398752176967,2,1,0.0,0.1329532117777793,0.13299090622678594,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
223,5,358,71.6,0.19089502096176147,0.3306398752176967,2,1,0.0,0.1329532117777793,0.13298336733698463,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
224,5,396,79.2,1.0241764187812805,1.7739255932431175,2,1,0.0,0.1739800739312607,0.13297733622514357,0.1900081828313001,SUSPICIOUS,False,1,0,False,True,DRIFT
225,1,98,98.0,0.0,0.0,1,0,0.0,0.03468923393242518,0.13297251133567073,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
226,1,98,98.0,0.0,0.0,1,0,0.0,0.03468923393242518,0.13296865142409245,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
227,1,98,98.0,0.0,0.0,1,0,0.0,0.03468923393242518,0.13296556349482982,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
228,1,98,98.0,0.0,0.0,1,0,0.0,0.03468923393242518,0.13296309315141974,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
230,4,354,88.5,0.08397992451985677,0.11876554822305029,2,1,0.0,0.137363293503045,0.13296111687669165,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
231,4,354,88.5,0.08397992451985677,0.11876554822305029,2,1,0.0,0.137363293503045,0.13344464484668841,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
232,4,354,88.5,0.08397992451985677,0.11876554822305029,2,1,0.0,0.137363293503045,0.13422837457795972,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
233,4,354,88.5,0.08397992451985677,0.11876554822305029,2,1,0.0,0.137363293503045,0.1348553583629768,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
234,8,670,83.75,0.5845748697008405,1.3314841858760047,2,1,1.0,0.16967015153504306,0.13535694539099044,0.1900081828313001,SUSPICIOUS,False,1,0,False,True,DRIFT
235,4,316,79.0,0.00033322970072428387,0.0004712579621498098,2,1,1.0,0.030522800279409568,0.13575821501340135,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
236,4,316,79.0,0.00033322970072428387,0.0004712579621498098,2,1,1.0,0.030522800279409568,0.1360792307113301,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
237,4,316,79.0,0.00033322970072428387,0.0004712579621498098,2,1,1.0,0.030522800279409568,0.13633604326967308,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
238,4,316,79.0,0.00033322970072428387,0.0004712579621498098,2,1,1.0,0.030522800279409568,0.13654149331634746,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
240,2,196,98.0,0.2519402503967285,0.0,2,0,0.0,0.10727561128793717,0.13670585335368696,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
241,2,196,98.0,0.2519402503967285,0.0,2,0,0.0,0.10727561128793717,0.13683734138355858,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
242,2,196,98.0,0.2519402503967285,0.0,2,0,0.0,0.10727561128793717,0.13694253180745586,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
243,2,196,98.0,0.2519402503967285,0.0,2,0,0.0,0.10727561128793717,0.1370266841465737,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
244,1,98,98.0,0.0,0.0,1,0,0.0,0.03468923393242518,0.13709400601786798,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
245,5,358,71.6,0.1282196044921875,0.22150607471344427,2,1,1.0,0.1758789428039188,0.13714786351490338,0.1900081828313001,SUSPICIOUS,False,1,0,False,True,DRIFT
246,5,358,71.6,0.1282196044921875,0.22150607471344427,2,1,1.0,0.1758789428039188,0.1371909495125317,0.1900081828313001,SUSPICIOUS,False,2,0,False,True,DRIFT
247,5,358,71.6,0.1282196044921875,0.22150607471344427,2,1,1.0,0.1758789428039188,0.13722541831063434,0.1900081828313001,SUSPICIOUS,False,3,0,False,True,DRIFT
248,5,358,71.6,0.1282196044921875,0.22150607471344427,2,1,1.0,0.1758789428039188,0.13725299334911648,0.1900081828313001,SUSPICIOUS,False,4,0,False,True,DRIFT
249,3,200,66.66666666666667,0.0,0.0,2,1,0.0,0.13238673935916245,0.1372750533799022,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
250,4,316,79.0,0.0,0.0,2,1,0.0,0.0629521756163548,0.13729270140453076,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
251,4,316,79.0,0.0,0.0,2,1,0.0,0.0629521756163548,0.1373068198242336,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
252,4,316,79.0,0.0,0.0,2,1,0.0,0.0629521756163548,0.13731811455999587,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
253,4,316,79.0,0.0,0.0,2,1,0.0,0.0629521756163548,0.1373271503486057,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
254,2,196,98.0,1.019759178161621,0.0,2,0,0.0,0.14431150149633865,0.13733437897949358,0.1900081828313001,SUSPICIOUS,False,1,0,False,False,DRIFT
255,4,316,79.0,0.34091949462890625,0.4800137052993421,2,1,0.0,0.07414224439467376,0.13734016188420387,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
256,4,316,79.0,0.34091949462890625,0.4800137052993421,2,1,0.0,0.07414224439467376,0.13734478820797208,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
257,4,316,79.0,0.34091949462890625,0.4800137052993421,2,1,0.0,0.07414224439467376,0.13734848926698667,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
258,3,218,72.66666666666667,0.0014996528625488281,0.0014996528625488281,2,1,0.0,0.15535562876028397,0.13811575299346063,0.1900081828313001,SUSPICIOUS,False,1,0,False,False,DRIFT
259,4,298,74.5,0.0,0.0,2,1,0.0,0.10859439875365406,0.1387295639746398,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
260,4,298,74.5,0.0,0.0,2,1,0.0,0.10859439875365406,0.13922061275958314,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
261,4,298,74.5,0.0,0.0,2,1,0.0,0.10859439875365406,0.1396134517875378,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
262,4,298,74.5,0.0,0.0,2,1,0.0,0.10859439875365406,0.13992772300990156,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
263,7,554,79.14285714285714,0.6821726560592651,1.5253844313401006,2,1,1.0,0.19474244435483512,0.14017913998779255,0.1900081828313001,SUSPICIOUS,False,1,1,True,True,DRIFT
264,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.14038027357010535,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
265,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.1405411804359556,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
266,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.14066990592863576,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
267,6,512,85.33333333333333,0.8192073345184326,1.6384146690368653,2,1,1.0,0.19270993309962092,0.1407728863227799,0.1900081828313001,SUSPICIOUS,False,1,1,True,True,DRIFT
268,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.14085527063809522,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
269,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.1409211780903475,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
270,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.1409739040521493,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
271,6,512,85.33333333333333,0.7684195518493653,1.5363393079346364,2,1,1.0,0.19270993309962092,0.14101608482159073,0.1900081828313001,SUSPICIOUS,False,1,1,True,True,DRIFT
272,3,256,85.33333333333333,0.0004998445510864258,0.0004998445510864258,2,1,0.0,0.047583338165668176,0.14060193956419445,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
273,3,256,85.33333333333333,0.0004998445510864258,0.0004998445510864258,2,1,0.0,0.047583338165668176,0.14027062335827745,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
274,3,256,85.33333333333333,0.0004998445510864258,0.0004998445510864258,2,1,0.0,0.047583338165668176,0.14000557039354383,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
275,3,256,85.33333333333333,0.0004998445510864258,0.0004998445510864258,2,1,0.0,0.047583338165668176,0.13979352802175693,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
276,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.1396238941243274,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
277,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.1394881870063838,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
278,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.1393796213120289,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
279,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.139292768756545,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
280,3,256,85.33333333333333,0.0,0.0,2,1,0.0,0.03468923393242518,0.1392232867121579,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
281,4,298,74.5,0.0847315788269043,0.11982854793829303,2,1,0.0,0.14737697304113173,0.1405781315389213,0.1900081828313001,SUSPICIOUS,False,1,0,False,False,DRIFT
282,4,298,74.5,0.0847315788269043,0.11982854793829303,2,1,0.0,0.14737697304113173,0.1419378998393634,0.1900081828313001,SUSPICIOUS,False,2,0,False,False,DRIFT
283,4,298,74.5,0.0847315788269043,0.11982854793829303,2,1,0.0,0.14737697304113173,0.14302571447971707,0.1900081828313001,SUSPICIOUS,False,3,0,False,False,DRIFT
284,4,298,74.5,0.0847315788269043,0.11982854793829303,2,1,0.0,0.14737697304113173,0.143895966192,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
285,6,456,76.0,0.8188271045684814,1.5137616107524032,2,1,0.0,0.1778846280487174,0.14459216756182636,0.1900081828313001,SUSPICIOUS,False,1,0,False,True,DRIFT
286,2,158,79.0,0.0,0.0,1,0,0.0,0.0629521756163548,0.14514912865768742,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
287,2,158,79.0,0.0,0.0,1,0,0.0,0.0629521756163548,0.1455946975343763,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
288,2,158,79.0,0.0,0.0,1,0,0.0,0.0629521756163548,0.1459511526357274,0.1900081828313001,NORMAL,False,0,0,False,False,DRIFT
289,7,572,81.71428571428571,0.682856559753418,1.5269136864902897,2,1,1.0,0.19880183468983537,0.14623631671680826,0.1900081828313001,SUSPICIOUS,False,1,1,True,True,DRIFT
290,6,474,79.0,0.20500965118408204,0.4100193023681641,2,1,1.0,0.10932216271722561,0.14646444798167296,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
291,6,474,79.0,0.20500965118408204,0.4100193023681641,2,1,1.0,0.10932216271722561,0.14664695299356473,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
292,6,474,79.0,0.20500965118408204,0.4100193023681641,2,1,1.0,0.10932216271722561,0.14679295700307815,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
293,6,474,79.0,0.20500965118408204,0.4100193023681641,2,1,1.0,0.10932216271722561,0.14690976021068886,0.1900081828313001,NORMAL,False,0,0,False,True,DRIFT
294,3,162,54.0,2.047523260116577,1.7915828227996826,1,1,0.0,0.2154185139726118,0.14700320277677742,0.1900081828313001,SUSPICIOUS,False,1,0,True,False,BEACON
295,2,102,51.0,0.25594043731689453,0.0,1,1,0.0,0.15764742995652514,0.1470779568296483,0.1900081828313001,SUSPICIOUS,False,2,0,False,False,BEACON
296,3,162,54.0,1.0257612466812134,0.7698208093643188,1,1,1.0,0.2141299999215125,0.147137760071945,0.1900081828313001,SUSPICIOUS,False,3,0,True,False,BEACON
297,3,162,54.0,1.0257612466812134,0.7698208093643188,1,1,1.0,0.2141299999215125,0.14718560266578234,0.1900081828313001,SUSPICIOUS,False,4,0,True,False,BEACON
298,3,194,64.66666666666667,1.9205533266067505,0.12497127056121826,1,2,0.6666666666666666,0.1930958056563037,0.14722387674085224,0.1900081828313001,SUSPICIOUS,False,5,0,True,False,BEACON
299,2,134,67.0,2.0455245971679688,0.0,1,2,0.5,0.1783408380854471,0.14725449600090815,0.1900081828313001,SUSPICIOUS,False,6,0,False,False,BEACON
300,6,423,70.5,0.40990476608276366,0.8198095321655273,2,2,0.6666666666666666,0.08633210264126823,0.14727899140895287,0.1900081828313001,NORMAL,False,0,0,False,True,BEACON
301,9,615,68.33333333333333,0.3839108347892761,0.7128680642512729,2,3,0.5555555555555556,0.051564931060793406,0.14729858773538865,0.1900081828313001,NORMAL,False,0,0,False,True,BEACON
302,8,541,67.625,0.14596612112862722,0.35754251649841934,2,3,0.5,0.06906312366395961,0.14731426479653725,0.1900081828313001,NORMAL,False,0,0,False,True,BEACON
303,9,601,66.77777777777777,0.3835359811782837,0.7119923725322577,2,3,0.4444444444444444,0.05053556506498125,0.14732680644545615,0.1900081828313001,NORMAL,False,0,0,False,True,BEACON
304,4,252,63.0,0.6821750005086263,0.9647411376311722,2,3,0.5,0.16805984768183668,0.14733683976459128,0.1900081828313001,SUSPICIOUS,False,1,0,False,False,BEACON
305,6,417,69.5,0.40990495681762695,0.8198099136352539,2,3,0.5,0.08925431336355916,0.14734486641989936,0.1900081828313001,NORMAL,False,0,0,False,True,BEACON
306,7,483,69.0,0.6826750834782919,0.9654487499281933,2,3,0.5714285714285714,0.1551215875948765,0.14820319534505777,0.1900081828313001,SUSPICIOUS,False,1,0,False,True,BEACON
307,9,615,68.33333333333333,0.35179346799850464,0.6880905665227295,2,3,0.5555555555555556,0.0428473706123873,0.1488898584851845,0.1900081828313001,NORMAL,False,0,0,False,True,BEACON
308,9,615,68.33333333333333,0.35179346799850464,0.6880905665227295,2,3,0.5555555555555556,0.0428473706123873,0.14943918899728587,0.1900081828313001,NORMAL,False,0,0,False,True,BEACON
309,5,318,63.6,0.70408695936203,0.8371163114100562,2,3,0.4,0.1650384809985731,0.15085351137658534,0.1900081828313001,SUSPICIOUS,False,1,0,False,True,BEACON
310,5,318,63.6,0.70408695936203,0.8371163114100562,2,3,0.4,0.1650384809985731,0.15302531070719858,0.1900081828313001,SUSPICIOUS,False,2,0,False,True,BEACON
311,9,609,67.66666666666667,0.5121314823627472,0.8867491873420024,2,4,0.4444444444444444,0.13435315664321623,0.15476275017168917,0.1900081828313001,NORMAL,False,0,0,False,True,BEACON
312,6,417,69.5,0.40970520973205565,0.8189105472755597,2,3,0.5,0.08925431336355916,0.15615270174328164,0.1900081828313001,NORMAL,False,0,0,False,True,BEACON
313,7,483,69.0,0.683175285657247,0.9658026795530992,2,3,0.5714285714285714,0.1551215875948765,0.1572646630005556,0.1900081828313001,NORMAL,False,0,0,False,True,BEACON
314,9,615,68.33333333333333,0.38441112637519836,0.713317314351709,2,3,0.5555555555555556,0.051564931060793406,0.1581542320063748,0.1900081828313001,NORMAL,False,0,0,False,True,BEACON
315,9,615,68.33333333333333,0.38441112637519836,0.713317314351709,2,3,0.5555555555555556,0.051564931060793406,0.15886588721103015,0.1900081828313001,NORMAL,False,0,0,False,True,BEACON
316,5,318,63.6,0.7675727009773254,0.8484831276703495,2,3,0.4,0.16562349656766673,0.16010040596853875,0.1900081828313001,SUSPICIOUS,False,1,0,False,True,BEACON
317,5,318,63.6,0.7675727009773254,0.8484831276703495,2,3,0.4,0.16562349656766673,0.1611523726871459,0.1900081828313001,SUSPICIOUS,False,2,0,False,True,BEACON
318,8,543,67.875,0.5847221102033343,0.9245268332512586,2,4,0.5,0.1549417330557229,0.16199394606203166,0.1900081828313001,NORMAL,False,0,0,False,True,BEACON
319,5,351,70.2,0.5116318464279175,0.8861723527834303,2,3,0.6,0.14537784416369437,0.16266720476194024,0.1900081828313001,NORMAL,False,0,0,False,True,BEACON
320,7,483,69.0,0.6396857102711996,0.9076408088068748,2,3,0.5714285714285714,0.15948529579236137,0.1632058117218671,0.1900081828313001,NORMAL,False,0,0,False,True,BEACON
321,9,615,68.33333333333333,0.3520438075065613,0.6391835806417687,2,3,0.5555555555555556,0.04981035447112048,0.1636366972898086,0.1900081828313001,NORMAL,False,0,0,False,True,BEACON
322,9,615,68.33333333333333,0.3520438075065613,0.6391835806417687,2,3,0.5555555555555556,0.04981035447112048,0.16398140574416178,0.1900081828313001,NORMAL,False,0,0,False,True,BEACON
